seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
2,75999616,76000155,540,*,11,418911,418921,0.766783365405088,16.341393202453,Pde11a,75989141,76338774,-,0,-0.220847664069271,283,-0.102209135871075,567,VMRs overlapping with gene body
8,70764080,70764475,396,*,8,372670,372677,0.731834638841881,16.3406206988072,Ifi30,70762774,70766663,-,0,-0.364331253588757,309,-0.169831280710189,452,VMRs overlapping with gene body
16,45836597,45840310,3714,*,22,253995,254016,0.78158667878663,16.3373055597353,Phldb2,45746243,45953598,-,0,0.0161767144110065,462,-0.0628710810985078,155,VMRs overlapping with gene body
1,12790368,12791877,1510,*,13,37982,37994,0.685832188168722,16.3372840696515,Sulf1,12692277,12861192,+,0,0.0966005385523264,325,-0.0439675173882998,334,VMRs overlapping with gene body
8,105461647,105463536,1890,*,12,574625,574636,0.735237662233212,16.3283865578993,Lrrc36,105413571,105464086,+,0,-0.27661697243289,310,-0.137716479932766,458,VMRs overlapping with gene body
15,101139523,101140434,912,*,11,579846,579856,0.570074891357046,16.3270296458275,Acvrl1,101128522,101145336,+,0,-0.13747421857978,391,-0.0805395830569458,477,VMRs overlapping with gene body
8,104543331,104546626,3296,*,15,568376,568390,0.790629801841126,16.3217781551606,Car7,104534689,104550343,+,0,-0.175470391356609,459,-0.00391694233354465,586,VMRs overlapping with gene body
5,138282637,138289395,6759,*,20,806295,806314,0.716035432929862,16.3118376959637,Stag3,138280240,138312393,+,0,-0.315284279067135,249,-0.0866616304374919,598,VMRs overlapping with gene body
1,9973907,9978798,4892,*,28,26676,26703,0.815594179261661,16.3025223789709,Ppp1r42,9968624,10009136,-,0,-0.129677940614592,452,-0.00396001281101244,407,VMRs overlapping with gene body
5,39679187,39685062,5876,*,25,190997,191021,0.779253331971753,16.302022484799,Hs3st1,39613935,39755475,-,0,-0.29372500293262,388,-0.352832204035352,307,VMRs overlapping with gene body
4,6718225,6718766,542,*,9,15495,15503,0.422094048664521,16.3009222920642,Tox,6686353,6991557,-,0,-0.0680210384430161,181,0.0277652538013425,365,VMRs overlapping with gene body
16,97571501,97577493,5993,*,26,521743,521768,0.802627941908751,16.2966741158848,Tmprss2,97564684,97611195,-,0,-0.19635712687256,563,-0.0676278101980748,484,VMRs overlapping with gene body
17,79049664,79051161,1498,*,12,477715,477726,0.751520215827479,16.2927652582808,Qpct,79051906,79090243,+,744,-0.211310442828856,404,-0.218908641436006,432,VMRs overlapping with promoter
8,11248963,11249638,676,*,11,44431,44441,0.703001417081518,16.2845685684626,Col4a1,11198423,11312826,-,0,-0.316793431434627,289,-0.12169014490544,536,VMRs overlapping with gene body
15,66379355,66381392,2038,*,19,311509,311527,0.807432607637972,16.282196595281,Lrrc6,66379858,66500910,-,0,-0.207126455633569,297,-0.154529267940158,270,VMRs overlapping with gene body
10,80331577,80332466,890,*,10,436558,436567,0.756837492614611,16.2769238266366,Reep6,80329953,80336441,+,0,-0.390200496091598,346,-0.218979376938398,498,VMRs overlapping with gene body
1,96840852,96846723,5872,*,31,487025,487055,0.743280730442127,16.2697688687524,Slco4c1,96816270,96872171,-,0,-0.204687146342611,399,-0.127631417399474,503,VMRs overlapping with gene body
5,73677639,73679223,1585,*,14,354229,354242,0.797764569397525,16.2681783702172,Spata18,73651379,73679512,+,0,-0.19526482133064,251,0.00786578899985509,613,VMRs overlapping with gene body
6,136775571,136777270,1700,*,11,715591,715601,0.740204902500208,16.2656389999052,Gucy2c,136697284,136781765,-,0,-0.288782366489195,322,-0.216822135587234,545,VMRs overlapping with gene body
6,90501393,90505107,3715,*,17,444068,444084,0.776214973762635,16.2634737235527,Aldh1l1,90486427,90600203,+,0,-0.254922506675442,433,-0.228659063203135,477,VMRs overlapping with gene body
12,3885922,3888272,2351,*,15,5273,5287,0.252348145015223,16.2619901112007,Dnmt3a,3806007,3914443,+,0,-0.19500898259267,397,0.00700256013687702,443,VMRs overlapping with gene body
15,37485831,37491088,5258,*,24,174773,174796,0.808903050882779,16.2604210647865,Ncald,37366175,37792570,-,0,-0.202654498558222,441,-0.0458406845269409,336,VMRs overlapping with gene body
18,37759247,37760668,1422,*,10,175080,175089,0.359832376004257,16.2470387582718,Pcdhga2,37668953,37841870,+,0,-0.123095225256895,220,-0.300921793813927,308,VMRs overlapping with gene body
17,33583460,33585132,1673,*,16,199546,199561,0.794291828127133,16.2469289040351,Myo1f,33555719,33607764,+,0,-0.221538571936073,363,-0.193040328930529,329,VMRs overlapping with gene body
5,17842255,17847833,5579,*,26,58782,58807,0.786236257365625,16.233428674406,Cd36,17781690,17888801,-,0,-0.182575233026768,359,-0.252062350944095,141,VMRs overlapping with gene body
2,62691674,62697576,5903,*,41,333413,333453,0.831001160474663,16.2320532359986,Kcnh7,62693414,63184287,-,0,-0.144746975917084,348,0.0562943259303744,449,VMRs overlapping with gene body
9,50710954,50712135,1182,*,12,260418,260429,0.787550523939897,16.2266494816004,Dixdc1,50662752,50739517,-,0,-0.053833674918888,378,-0.0888850482906023,502,VMRs overlapping with gene body
9,112223054,112226176,3123,*,25,652753,652777,0.819340548711187,16.2261449035876,Arpp21,112065091,112235938,-,0,-0.217353530266886,327,-0.234703090054103,292,VMRs overlapping with gene body
10,88358491,88359762,1272,*,20,496179,496198,0.78755666453108,16.2217878143901,Dram1,88322804,88379080,-,0,-0.453950592471711,226,-0.117325674027762,609,VMRs overlapping with gene body
1,162835041,162837819,2779,*,14,799931,799944,0.731691191767793,16.2107321651304,Fmo1,162829561,162866610,-,0,-0.304591530683352,221,-0.195274030359079,227,VMRs overlapping with gene body
16,48561449,48563664,2216,*,16,265420,265435,0.726669746077819,16.2092741018466,Morc1,48431237,48630905,+,0,-0.123276489002804,349,-0.334098249889794,391,VMRs overlapping with gene body
7,144718491,144720248,1758,*,15,790523,790537,0.786573283908007,16.2083361142224,Ano1,144588549,144751974,-,0,-0.146126751988519,419,-0.185869673015215,580,VMRs overlapping with gene body
6,32567266,32571242,3977,*,21,145085,145105,0.795126794087513,16.1797759873373,Plxna4,32144268,32588192,-,0,-0.132034620156955,353,-0.0548030912429187,417,VMRs overlapping with gene body
14,118862174,118863515,1342,*,12,584999,585010,0.615862415444517,16.1770631457714,Cldn10,118787908,118875489,+,0,0.0006369812873805,273,-0.296492165237529,259,VMRs overlapping with gene body
9,105261003,105263622,2620,*,16,599902,599917,0.806601071389674,16.1505113840273,Nek11,105162156,105395524,-,0,-0.161725704839189,351,-0.105731487264471,490,VMRs overlapping with gene body
8,31919239,31920706,1468,*,12,171383,171394,0.27219855641057,16.1480780365978,Nrg1,31814551,32884029,-,0,0.0654862290868023,314,0.00325053704659022,630,VMRs overlapping with gene body
2,78885567,78891038,5472,*,23,439185,439207,0.774493613895332,16.1480351337022,Ube2e3,78868124,78921293,+,0,0.287020388902513,330,0.252708647749622,262,VMRs overlapping with gene body
15,37726156,37728200,2045,*,16,176364,176379,0.788264741877655,16.1471903672474,Ncald,37366175,37792570,-,0,-0.126260633413711,371,-0.0458406845269409,336,VMRs overlapping with gene body
5,66070935,66072515,1581,*,14,309465,309478,0.783416265338332,16.1466153655202,Rbm47,66016549,66173118,-,0,-0.14324952344242,285,-0.223050526325077,416,VMRs overlapping with gene body
3,146261563,146263227,1665,*,16,746870,746885,0.821722486510885,16.1417914059336,Lpar3,146220963,146286186,+,0,-0.186357269898737,341,-0.0762966468226579,502,VMRs overlapping with gene body
10,92987691,92989486,1796,*,18,525894,525911,0.825935482390807,16.1351883006819,Cfap54,92775619,93081618,-,0,-0.130640386556384,386,-0.153401490708432,405,VMRs overlapping with gene body
6,39914895,39915394,500,*,9,191270,191278,0.574194793120752,16.1268262756574,Tmem178b,39873271,40255150,+,0,-0.00906281598537529,285,0.0142199322195755,694,VMRs overlapping with gene body
10,64053112,64056229,3118,*,16,326649,326664,0.800305494652961,16.1205315447494,Lrrtm3,63928472,64090277,-,0,-0.197558203169999,345,-0.128935284984409,332,VMRs overlapping with gene body
7,107597155,107598036,882,*,10,543757,543766,0.720040418727446,16.1203902255162,Ppfibp2,107595207,107748583,+,0,-0.46948085195675,204,-0.174734352269016,469,VMRs overlapping with gene body
5,57936644,57943322,6679,*,24,272045,272068,0.750747236413183,16.1144422441682,Pcdh7,57717967,58133230,+,0,-0.0142912681223006,371,-0.0089609736461412,610,VMRs overlapping with gene body
6,84781147,84791240,10094,*,35,405641,405675,0.834590680756893,16.1133688482501,Exoc6b,84618487,85069513,-,0,-0.067718760810535,505,-0.0442772556392816,421,VMRs overlapping with gene body
10,71135227,71137178,1952,*,11,374192,374202,0.751243923875685,16.1132316224257,Bicc1,70922832,71159700,-,0,-0.152956590085435,239,8.16154528336922e-05,571,VMRs overlapping with gene body
4,58078114,58078543,430,*,6,274348,274353,0.633976178051619,16.1071718894168,Svep1,58042442,58206859,-,0,-0.197490089999941,183,-0.0590432289309576,351,VMRs overlapping with gene body
9,49448717,49452064,3348,*,16,252016,252031,0.785307855906868,16.0859164290705,Ttc12,49436963,49486225,-,0,-0.192531781779899,457,-0.085161248992538,559,VMRs overlapping with gene body
13,114929698,114930669,972,*,11,652415,652425,0.677218146857477,16.083285998594,Itga2,114835916,114932041,-,0,-0.373134091119654,258,-0.045393269142313,557,VMRs overlapping with gene body
13,114832225,114835412,3188,*,19,651710,651728,0.685360938446092,16.073609088641,Itga2,114835916,114932041,-,503,-0.203519146673944,312,-0.045393269142313,557,VMRs outside gene but within 1000-bp distance
19,46144677,46145414,738,*,8,281762,281769,0.70831042751081,16.0653851697708,Pitx3,46135685,46148326,-,0,-0.113853149282869,379,-0.0240831779485187,545,VMRs overlapping with gene body
13,58340959,58342936,1978,*,14,334745,334758,0.758715773281151,16.0634568504595,Kif27,58287516,58354862,-,0,-0.152485208909235,215,-0.271929264792283,136,VMRs overlapping with gene body
18,34575492,34577065,1574,*,15,151922,151936,0.79111599456086,16.0567970342175,Nme5,34562634,34579115,-,0,-0.115976418130622,387,-0.136781603176886,433,VMRs overlapping with gene body
5,53174389,53176502,2114,*,16,252137,252152,0.804407317788975,16.0505198583819,Sel1l3,53107083,53213927,-,0,-0.163509285728847,336,0.0962706987015278,450,VMRs overlapping with gene body
1,120069442,120070524,1083,*,11,568618,568628,0.685889601654085,16.0473414199163,Tmem37,120067377,120074074,-,0,-0.0693160620414481,405,-0.178962972205039,505,VMRs overlapping with gene body
14,93746233,93751434,5202,*,15,465217,465231,0.667321692784194,16.0435966468855,Pcdh9,93013410,93890679,-,0,-0.20210190821183,221,0.000117103147439639,523,VMRs overlapping with gene body
4,24668191,24669660,1470,*,14,95400,95413,0.79505444384728,16.0431819639844,Klhl32,24612554,24851124,-,0,-0.222773551285353,270,0.0747303758224334,410,VMRs overlapping with gene body
10,14422212,14426438,4227,*,20,66371,66390,0.781849395136116,16.0416187714765,Adgrg6,14402583,14545179,-,0,-0.263915335179668,427,0.00816359701035548,587,VMRs overlapping with gene body
2,69168838,69170446,1609,*,17,366461,366477,0.811360406255948,16.0291995895474,Nostrin,69135800,69189330,+,0,-0.338315493018874,387,-0.429460911795904,460,VMRs overlapping with gene body
9,73105382,73108408,3027,*,14,415611,415624,0.737386430087426,16.0289533243193,Khdc3,73101836,73104438,+,943,-0.228568868856395,386,-0.340535581858741,283,VMRs outside gene but within 1000-bp distance
2,76060848,76061657,810,*,12,419500,419511,0.763589710073508,16.0215967711464,Pde11a,75989141,76338774,-,0,-0.216265440478789,278,-0.102209135871075,567,VMRs overlapping with gene body
18,10359226,10361815,2590,*,13,32875,32887,0.757936261334347,16.0200255412877,Greb1l,10325177,10562934,+,0,-0.150827086704126,252,-0.135815580682691,503,VMRs overlapping with gene body
7,23427493,23428680,1188,*,10,80074,80083,0.742561443701843,16.0140354108926,Nlrp5,23385889,23441922,+,0,-0.265553959353045,213,-0.159962927887779,286,VMRs overlapping with gene body
15,10711652,10712207,556,*,10,43116,43125,0.789649523991964,16.0136102691646,Rai14,10568979,10714631,-,0,-0.15984263770401,211,0.0397336556697554,550,VMRs overlapping with gene body
10,123620810,123622725,1916,*,16,723960,723975,0.804133243669013,16.005202161239,Fam19a2,123264076,123741204,+,0,-0.157236352750677,410,-0.196018942656078,200,VMRs overlapping with gene body
7,4947296,4948579,1284,*,9,11942,11950,0.736605997018117,16.0022588461477,Sbk2,4940512,4964406,-,0,-0.189510636052327,383,-0.0217000187743418,543,VMRs overlapping with gene body
5,32512048,32520253,8206,*,35,142220,142254,0.815741946463766,16.0003197638712,Ppp1cb,32458843,32517433,+,0,0.19077857718784,465,0.133578820498417,336,VMRs overlapping with gene body
15,42635567,42644273,8707,*,33,202059,202091,0.782508654921864,15.9980241412932,Angpt1,42424727,42676977,-,0,-0.242137029450338,350,-0.0622751402498002,247,VMRs overlapping with gene body
2,90797366,90800313,2948,*,18,487017,487034,0.773364139836386,15.9966064142977,Agbl2,90782727,90834437,+,0,-0.145976656434726,389,-0.0544357689156429,394,VMRs overlapping with gene body
7,132263833,132265834,2002,*,19,703136,703154,0.803286590700748,15.9956024512688,Chst15,132235780,132317228,-,0,-0.188701886392692,324,-0.0591596328475709,470,VMRs overlapping with gene body
11,89596991,89599929,2939,*,20,529029,529048,0.80501669401754,15.9952335195239,4932411E22Rik,89390223,89777653,-,0,-0.226257728762364,367,-0.214224624137176,347,VMRs overlapping with gene body
11,8902466,8905805,3340,*,19,40898,40916,0.807713636052005,15.9942966971233,Pkd1l1,8826708,8973266,-,0,-0.0643533797444622,565,-0.103064543519191,530,VMRs overlapping with gene body
3,129270127,129270323,197,*,8,639593,639600,0.52361762994983,15.9937982721504,Enpep,129269175,129332720,-,0,-0.114261947857569,161,-0.258740671305991,401,VMRs overlapping with gene body
17,43570430,43574892,4463,*,19,253391,253409,0.766144103274047,15.9932008691974,Pla2g7,43568098,43612201,+,0,-0.145386416252243,423,-0.185308157246826,369,VMRs overlapping with gene body
14,66802420,66804324,1905,*,18,330710,330727,0.79572588598898,15.9921768233445,Dpysl2,66802864,66868688,-,0,0.445126419432376,428,0.125902477518818,466,VMRs overlapping with gene body
6,32260587,32263218,2632,*,17,143131,143147,0.743253464693383,15.9903496278791,Plxna4,32144268,32588192,-,0,-0.152869036890706,415,-0.0548030912429187,417,VMRs overlapping with gene body
7,126624899,126626296,1398,*,13,659970,659982,0.361181313946568,15.9884671615331,Nupr1,126623249,126630861,-,0,-0.182593359706465,452,-0.212986560487533,271,VMRs overlapping with gene body
15,103465342,103471511,6170,*,17,598258,598274,0.724958450615622,15.9831467075974,Nckap1l,103453825,103498800,+,0,-0.246694418781962,514,-0.164971676500544,188,VMRs overlapping with gene body
19,55854654,55856526,1873,*,22,347762,347783,0.854001753239915,15.9798706649734,Tcf7l2,55741810,55933654,+,0,-0.00437470770729379,379,-0.108596296290507,438,VMRs overlapping with gene body
8,36579932,36581648,1717,*,13,204261,204273,0.706681625736086,15.9791187274044,Dlc1,36567751,36953143,-,0,-0.102839713895536,291,-0.259111574401354,251,VMRs overlapping with gene body
7,144739988,144740859,872,*,10,790644,790653,0.747263746511352,15.9788095864998,Ano1,144588549,144751974,-,0,-0.13200142937975,368,-0.185869673015215,580,VMRs overlapping with gene body
2,35964788,35965670,883,*,10,205714,205723,0.744450609380496,15.9764693327081,Ttll11,35751241,35979913,-,0,-0.143367305807406,372,-0.186712166472245,473,VMRs overlapping with gene body
8,69212670,69219282,6613,*,26,360883,360908,0.831224416999888,15.9620929150849,Zfp930,69209038,69230536,+,0,0.108190936552478,537,0.146518680957784,399,VMRs overlapping with gene body
8,45819768,45824470,4703,*,31,248760,248790,0.828230372292036,15.9609672475433,Sorbs2,45507788,45827906,+,0,-0.0202376304687799,454,-0.0365738233067435,389,VMRs overlapping with gene body
10,14409217,14410669,1453,*,14,66291,66304,0.790971640898454,15.959467471987,Adgrg6,14402583,14545179,-,0,-0.275703710877937,310,0.00816359701035548,587,VMRs overlapping with gene body
8,106617895,106619303,1409,*,16,584301,584316,0.267255493201858,15.9543457292326,Cdh1,106603351,106670246,+,0,-0.195564280401461,371,0.0388661123787877,451,VMRs overlapping with gene body
6,72360202,72360809,608,*,11,347215,347225,0.801563726669983,15.9473575117709,Tmem150a,72355447,72359762,+,439,-0.317334950711785,336,0.060085480351888,479,VMRs outside gene but within 1000-bp distance
16,45816586,45823224,6639,*,30,253870,253899,0.804986530395814,15.947318377401,Phldb2,45746243,45953598,-,0,0.157575399359951,394,-0.0628710810985078,155,VMRs overlapping with gene body
7,112153422,112155599,2178,*,14,568356,568369,0.781295051613779,15.9407459555907,Dkk3,112116017,112159057,-,0,-0.108905918830516,377,-0.122333358362335,492,VMRs overlapping with gene body
1,193274645,193278256,3612,*,20,1010928,1010947,0.800823648518034,15.9405581479918,Lamb3,193207699,193343878,+,0,-0.231824032511964,448,-0.143407790869082,252,VMRs overlapping with gene body
17,75487237,75489058,1822,*,17,459769,459785,0.834640320576554,15.9375277162393,Rasgrp3,75435905,75529043,+,0,0.0135119031456038,309,-0.0800807550724546,284,VMRs overlapping with gene body
17,43417635,43419146,1512,*,13,252253,252265,0.755861634367774,15.9263821210908,Adgrf5,43389466,43459557,+,0,-0.239373895669373,328,-0.204819216523127,350,VMRs overlapping with gene body
16,19948860,19954253,5394,*,23,92434,92456,0.785387544354818,15.9245809308937,Klhl6,19946499,19983037,-,0,-0.129732127460885,495,-0.187737426341023,238,VMRs overlapping with gene body
4,58498835,58499698,864,*,9,277058,277066,0.605697928740462,15.9123450311119,Lpar1,58435255,58553898,-,0,-0.255772320113926,361,-0.299728355082452,382,VMRs overlapping with gene body
16,92397764,92398784,1021,*,9,480428,480436,0.49933466839066,15.9088538350942,Rcan1,92391953,92466146,-,0,-0.235616912139027,319,-0.0939220717647589,509,VMRs overlapping with gene body
5,113817264,113818002,739,*,8,591387,591394,0.716159833048302,15.8920568304626,Selplg,113818536,113832644,-,533,-0.173694776433102,296,-0.170322150740477,445,VMRs outside gene but within 1000-bp distance
5,75930943,75932621,1679,*,13,372236,372248,0.804917756730743,15.8845318973374,Kdr,75932827,75978458,-,205,-0.186722859215498,374,-0.0764455941092579,527,VMRs outside gene but within 1000-bp distance
13,20595174,20596851,1678,*,17,80853,80869,0.818436039177702,15.8807805586505,Elmo1,20090596,20606528,+,0,0.106888675629132,297,0.022552623334749,398,VMRs overlapping with gene body
9,70036673,70037628,956,*,8,394439,394446,0.563853919845612,15.8757140730784,Gcnt3,70031496,70038088,-,0,-0.200331595688986,262,-0.28484211131612,286,VMRs overlapping with gene body
6,116139227,116142673,3447,*,11,586626,586636,0.537948593547011,15.8713721805456,Tmcc1,116018611,116193486,-,0,0.251091636735404,297,0.0192692890943272,583,VMRs overlapping with gene body
9,121008509,121009961,1453,*,12,722860,722871,0.793375410057447,15.8531423523183,Ulk4,120955351,121277197,-,0,-0.176563631817565,346,-0.0769881104602746,621,VMRs overlapping with gene body
5,128170617,128172815,2199,*,14,726261,726274,0.789516261681878,15.8518252421528,Tmem132d,127781630,128433077,-,0,-0.293317885345654,289,-0.0889814453618525,436,VMRs overlapping with gene body
10,63997058,64000486,3429,*,28,326292,326319,0.819560368490906,15.8480800911892,Lrrtm3,63928472,64090277,-,0,-0.263084090481363,348,-0.128935284984409,332,VMRs overlapping with gene body
3,14888142,14889541,1400,*,8,48719,48726,0.594902296891802,15.8468539036978,Car2,14886273,14900770,+,0,-0.222227104901232,273,-0.154105283591912,276,VMRs overlapping with gene body
9,112201946,112204338,2393,*,15,652590,652604,0.753192767033007,15.8353841948742,Arpp21,112065091,112235938,-,0,-0.225729648926812,255,-0.234703090054103,292,VMRs overlapping with gene body
14,35439824,35444533,4710,*,20,161194,161213,0.786945019588646,15.8316378051493,Grid1,34819825,35583379,+,0,-0.365029917710706,360,0.0636662345814121,645,VMRs overlapping with gene body
9,78184666,78186455,1790,*,17,445338,445354,0.822324370928516,15.8307940105634,Gsta4,78182774,78209349,+,0,0.00605655036036357,418,-0.0945598615082318,73,VMRs overlapping with gene body
9,73482331,73485964,3634,*,22,417692,417713,0.825203437784486,15.8295935192084,Unc13c,73479422,73968966,-,0,-0.165771392384222,452,-0.162606845974254,373,VMRs overlapping with gene body
11,29541992,29545998,4007,*,21,129520,129540,0.76225924075778,15.8292379007498,Rps27a,29545846,29548109,-,0,-0.19319960455384,315,0.0107278433273016,401,VMRs overlapping with gene body
7,45093552,45094310,759,*,16,217879,217894,0.666520961552901,15.8283177346043,Fcgrt,45092990,45103851,-,0,-0.161207671488448,308,-0.292380199406105,533,VMRs overlapping with gene body
19,4842094,4843720,1627,*,15,13508,13522,0.809267614515571,15.8237447554887,Ccdc87,4839366,4842528,+,0,-0.242695273606194,321,-0.20227659792169,490,VMRs overlapping with gene body
4,65283200,65293880,10681,*,31,308581,308611,0.801209638332485,15.8217008447591,Pappa,65124174,65357509,+,0,-0.152533812103782,490,0.0660774221680154,402,VMRs overlapping with gene body
10,12945090,12946974,1885,*,19,56039,56057,0.845253721265773,15.8112285054253,Stx11,12939983,12964259,-,0,-0.208928016218315,388,-0.0217246302504973,565,VMRs overlapping with gene body
19,43983752,43984961,1210,*,9,261851,261859,0.647707376198315,15.8032420712811,Cpn1,43956307,43986556,-,0,-0.252864457824079,406,-0.152922150753238,392,VMRs overlapping with gene body
8,80827358,80829077,1720,*,14,427577,427590,0.761715559543145,15.8018905780434,Gab1,80764438,80880519,-,0,-0.481735580733962,269,-0.0906895849851364,426,VMRs overlapping with gene body
5,127883098,127884366,1269,*,10,724391,724400,0.727678632212012,15.7966412531366,Tmem132d,127781630,128433077,-,0,-0.215194901123712,203,-0.0889814453618525,436,VMRs overlapping with gene body
5,53182202,53184658,2457,*,21,252193,252213,0.831818858896154,15.7941107443753,Sel1l3,53107083,53213927,-,0,-0.225449059230957,297,0.0962706987015278,450,VMRs overlapping with gene body
14,35007892,35009643,1752,*,15,159287,159301,0.456376657681341,15.7908308355201,Grid1,34819825,35583379,+,0,0.013016498663088,368,0.0636662345814121,645,VMRs overlapping with gene body
18,34712204,34715659,3456,*,25,153002,153026,0.840755713954752,15.7867724682076,Gfra3,34689903,34720387,-,0,-0.0729775858798883,395,-0.158036897531919,431,VMRs overlapping with gene body
1,160658490,160664553,6064,*,20,786763,786782,0.785960548390067,15.786010900713,Rabgap1l,160219174,160793211,-,0,-0.204078863441835,381,-0.133536117711215,268,VMRs overlapping with gene body
5,72427684,72430448,2765,*,19,342898,342916,0.789426716847983,15.7831797567966,Corin,72300025,72504473,-,0,-0.289037954092247,387,-0.139303148812077,444,VMRs overlapping with gene body
6,125786871,125789133,2263,*,14,652167,652180,0.790749016456229,15.7801888904055,Ano2,125690419,126040126,+,0,-0.147965532601957,388,-0.156742892552837,408,VMRs overlapping with gene body
4,120738995,120740948,1954,*,18,585922,585939,0.688045737740804,15.7773716561864,Kcnq4,120696138,120748612,-,0,-0.157881763784631,404,0.0718186038140698,536,VMRs overlapping with gene body
8,4630655,4636401,5747,*,20,9373,9392,0.766768833533068,15.7731517164694,Zfp958,4613167,4630231,+,423,-0.194870043349413,326,-0.164169429829939,336,VMRs outside gene but within 1000-bp distance
19,10037136,10040056,2921,*,15,51145,51159,0.720926460439743,15.7723583708861,Rab3il1,10001669,10038380,+,0,-0.176797785073649,362,-0.26250128826974,356,VMRs overlapping with gene body
19,48464743,48466984,2242,*,17,303593,303609,0.815337097795723,15.7718095305098,Sorcs3,48206025,48805505,+,0,-0.13922628357635,329,0.130350412640808,570,VMRs overlapping with gene body
15,84343768,84344968,1201,*,13,435356,435368,0.789483997188605,15.7592128815339,Parvg,84324026,84342978,+,789,-0.0171231189408296,285,-0.123718446694021,414,VMRs outside gene but within 1000-bp distance
5,39672371,39676254,3884,*,17,190974,190990,0.731339914087178,15.7579087427215,Hs3st1,39613935,39755475,-,0,-0.336652644023457,190,-0.352832204035352,307,VMRs overlapping with gene body
12,117893744,117900394,6651,*,26,635988,636013,0.830839131649176,15.7564738931397,Dnah11,117877982,118199043,-,0,-0.0791710219687713,498,-0.069192068325945,89,VMRs overlapping with gene body
19,9047062,9048399,1338,*,11,46963,46973,0.750532319441879,15.7557192552286,Ahnak,8989284,9076919,+,0,-0.290030846492152,384,-0.0595234509385293,456,VMRs overlapping with gene body
18,33447840,33448740,901,*,13,143485,143497,0.808843655293624,15.748528319491,Nrep,33437019,33464029,-,0,0.325089403646191,319,0.142229573972698,430,VMRs overlapping with gene body
11,75764675,75768055,3381,*,26,424791,424816,0.84143984973445,15.747421360711,Doc2b,75768966,75796049,-,910,-0.243209493291251,363,-0.140894444730448,521,VMRs outside gene but within 1000-bp distance
16,17549793,17551822,2030,*,13,78541,78553,0.77851944979868,15.7460678421291,Lrrc74b,17544465,17561247,-,0,-0.167727298893395,411,-0.0654293640103401,529,VMRs overlapping with gene body
13,100142163,100147756,5594,*,21,555414,555434,0.815087242287359,15.7401356323468,Naip2,100144063,100202092,-,0,-0.225336349598114,459,-0.156861138686922,153,VMRs overlapping with gene body
16,13723306,13723744,439,*,9,60160,60168,0.760069950407363,15.7365715363499,Pla2g10,13715057,13730983,-,0,-0.217154854310028,252,-0.122085203243738,429,VMRs overlapping with gene body
7,37746004,37746670,667,*,12,180330,180341,0.763825179771859,15.7287080126245,Zfp536,37472135,37773641,-,0,-0.0717923140256994,219,-0.0404596694503652,449,VMRs overlapping with gene body
1,153684746,153685251,506,*,9,745023,745031,0.712292526364281,15.7270532288284,Rgs8,153653025,153700323,+,0,-0.235419828515563,360,-0.090595035755654,542,VMRs overlapping with gene body
12,81311816,81313649,1834,*,12,395210,395221,0.701631479212329,15.7256941919047,Slc8a3,81197915,81333180,-,0,-0.148996653731632,298,-0.0595557424810634,482,VMRs overlapping with gene body
15,37432901,37435224,2324,*,13,174431,174443,0.749400293445006,15.7099319562315,Ncald,37366175,37792570,-,0,-0.129653705136211,313,-0.0458406845269409,336,VMRs overlapping with gene body
16,22406582,22408434,1853,*,15,110001,110015,0.73062168866785,15.6899650372059,Etv5,22381309,22439719,-,0,-0.229864362164864,300,0.0127518999392019,521,VMRs overlapping with gene body
8,11258567,11260390,1824,*,12,44511,44522,0.783553553945775,15.6881232732595,Col4a1,11198423,11312826,-,0,-0.250514908833788,342,-0.12169014490544,536,VMRs overlapping with gene body
11,50734021,50737266,3246,*,19,245568,245586,0.837223353512811,15.6811628496725,Adamts2,50602084,50807573,+,0,-0.262680710037667,506,-0.0964884812545821,573,VMRs overlapping with gene body
7,37499434,37501392,1959,*,18,178233,178250,0.832843572483401,15.6697126822124,Zfp536,37472135,37773641,-,0,-0.169362316778901,361,-0.0404596694503652,449,VMRs overlapping with gene body
12,105713071,105714157,1087,*,10,544975,544984,0.722195472920173,15.6662850872934,Ak7,105705982,105782447,+,0,-0.257743458489637,372,-0.1086444174953,479,VMRs overlapping with gene body
17,55510830,55513760,2931,*,14,334109,334122,0.727009417652431,15.6616525108458,St6gal2,55445382,55514581,+,0,-0.165750165134062,266,-0.17531916021724,368,VMRs overlapping with gene body
7,96853636,96855585,1950,*,15,484825,484839,0.826076898669372,15.6463077869822,Tenm4,96171246,96911093,+,0,0.0939968248398838,395,0.070098534834305,341,VMRs overlapping with gene body
13,41607762,41609517,1756,*,11,200483,200493,0.739812685805107,15.6349868838981,Tmem170b,41606216,41641347,+,0,-0.197105193749578,253,-0.0643434594027235,631,VMRs overlapping with gene body
11,50656347,50657580,1234,*,17,244945,244961,0.810210613806293,15.6345444139103,Adamts2,50602084,50807573,+,0,-0.11562056518941,343,-0.0964884812545821,573,VMRs overlapping with gene body
